id,institution,topic,count
3235,New York University,Signal Processing,13
3236,New York University,Differential Geometry,13
3237,New York University,Solar and Stellar Astrophysics,13
3238,New York University,Cosmology and Nongalactic Astrophysics,13
3239,New York University,Applied Physics,12
3240,New York University,Classical Analysis and ODEs,12
3241,New York University,Computers and Society,12
3242,New York University,"Distributed, Parallel, and Cluster Computing",12
3243,New York University,Image and Video Processing,11
3244,New York University,Instrumentation and Methods for Astrophysics,10
3245,New York University,Plasma Physics,10
3246,New York University,Programming Languages,10
3247,New York University,Nuclear Theory,9
3248,New York University,Software Engineering,9
3249,New York University,Human-Computer Interaction,8
3250,New York University,Applications,7
3251,New York University,Disordered Systems and Neural Networks,7
3252,New York University,High Energy Physics - Lattice,7
3253,New York University,Logic in Computer Science,7
3254,New York University,Neural and Evolutionary Computing,6
3255,New York University,High Energy Physics - Experiment,6
3256,New York University,Sound,6
3257,New York University,Instrumentation and Detectors,5
3258,New York University,Spectral Theory,5
3259,New York University,Networking and Internet Architecture,5
3260,New York University,Econometrics,4
3261,New York University,Computation,4
3262,New York University,Representation Theory,4
3263,New York University,Medical Physics,4
3264,New York University,Computational Physics,4
3265,New York University,Computational Geometry,4
3266,New York University,Neurons and Cognition,3
3267,New York University,Nuclear Experiment,3
3268,New York University,Combinatorics,3
3269,New York University,Metric Geometry,3
3270,New York University,Physics and Society,3
3271,New York University,History and Philosophy of Physics,3
3272,New York University,Audio and Speech Processing,3
3273,New York University,Genomics,3
3274,New York University,Geometric Topology,3
3275,New York University,Databases,3
3276,New York University,Numerical Analysis,3
3277,New York University,General Economics,3
3278,New York University,Chaotic Dynamics,3
3279,New York University,Soft Condensed Matter,3
3280,New York University,Other Condensed Matter,3
3281,New York University,Biomolecules,3
3282,New York University,Symbolic Computation,2
3283,New York University,Quantum Gases,2
3284,New York University,Systems and Control,2
3285,New York University,Digital Libraries,2
3286,New York University,Earth and Planetary Astrophysics,2
3287,New York University,Statistical Finance,2
3288,New York University,"Data Analysis, Statistics and Probability",2
3289,New York University,Computational Finance,2
3290,New York University,Graphics,2
3291,New York University,Logic,1
3292,New York University,Number Theory,1
3293,New York University,Trading and Market Microstructure,1
3294,New York University,General Topology,1
3295,New York University,Space Physics,1
3296,New York University,Pricing of Securities,1
3297,New York University,General Finance,1
3298,New York University,Functional Analysis,1
3299,New York University,Commutative Algebra,1
3300,New York University,Risk Management,1
3301,New York University,Portfolio Management,1
3302,New York University,Algebraic Topology,1
3303,New York University,General Physics,1
3304,New York University,Information Retrieval,1
3305,New York University,Multimedia,1
3306,New York University,Complex Variables,1
3307,New York University,"Computational Engineering, Finance, and Science",1
3308,New York University,Accelerator Physics,1
3309,New York University,Quantum Algebra,1
3310,North Carolina State University,Computer Vision and Pattern Recognition,117
3311,North Carolina State University,Cosmology and Nongalactic Astrophysics,114
3312,North Carolina State University,Quantum Physics,104
3313,North Carolina State University,High Energy Physics - Theory,73
3314,North Carolina State University,High Energy Physics - Phenomenology,71
3315,North Carolina State University,Machine Learning,57
3316,North Carolina State University,Computation and Language,54
3317,North Carolina State University,Materials Science,52
3318,North Carolina State University,Optimization and Control,50
3319,North Carolina State University,Cryptography and Security,48
3320,North Carolina State University,Mesoscale and Nanoscale Physics,41
3321,North Carolina State University,Combinatorics,40
3322,North Carolina State University,Methodology,40
3323,North Carolina State University,High Energy Astrophysical Phenomena,34
3324,North Carolina State University,Information Theory,33
3325,North Carolina State University,Strongly Correlated Electrons,32
3326,North Carolina State University,Superconductivity,28
3327,North Carolina State University,Optics,28
3328,North Carolina State University,Analysis of PDEs,28
3329,North Carolina State University,"Distributed, Parallel, and Cluster Computing",22
3330,North Carolina State University,Neural and Evolutionary Computing,20
3331,North Carolina State University,General Relativity and Quantum Cosmology,19
3332,North Carolina State University,Commutative Algebra,19
3333,North Carolina State University,Information Retrieval,17
3334,North Carolina State University,Plasma Physics,17
3335,North Carolina State University,Machine Learning,15
3336,North Carolina State University,Statistics Theory,15
3337,North Carolina State University,Artificial Intelligence,15
3338,North Carolina State University,High Energy Physics - Experiment,15
3339,North Carolina State University,Atomic Physics,15
3340,North Carolina State University,Soft Condensed Matter,14
3341,North Carolina State University,Quantum Algebra,14
3342,North Carolina State University,Representation Theory,14
3343,North Carolina State University,Databases,13
3344,North Carolina State University,Fluid Dynamics,13
3345,North Carolina State University,Social and Information Networks,13
3346,North Carolina State University,Image and Video Processing,13
3347,North Carolina State University,Nuclear Theory,13
3348,North Carolina State University,Networking and Internet Architecture,12
3349,North Carolina State University,Nuclear Experiment,12
3350,North Carolina State University,Algebraic Geometry,12
3351,North Carolina State University,Geophysics,10
3352,North Carolina State University,Computational Physics,9
3353,North Carolina State University,Applications,9
3354,North Carolina State University,Solar and Stellar Astrophysics,9
3355,North Carolina State University,Number Theory,9
3356,North Carolina State University,Probability,8
3357,North Carolina State University,Instrumentation and Methods for Astrophysics,8
3358,North Carolina State University,Software Engineering,8
3359,North Carolina State University,Chemical Physics,8
3360,North Carolina State University,Data Structures and Algorithms,7
3361,North Carolina State University,Signal Processing,7
3362,North Carolina State University,Numerical Analysis,6
3363,North Carolina State University,General Physics,6
3364,North Carolina State University,Astrophysics of Galaxies,6
3365,North Carolina State University,Functional Analysis,6
3366,North Carolina State University,Operator Algebras,5
3367,North Carolina State University,Earth and Planetary Astrophysics,5
3368,North Carolina State University,Computers and Society,5
3369,North Carolina State University,Sound,5
3370,North Carolina State University,Applied Physics,5
3371,North Carolina State University,Symplectic Geometry,5
3372,North Carolina State University,Audio and Speech Processing,4
3373,North Carolina State University,Chaotic Dynamics,4
3374,North Carolina State University,Dynamical Systems,4
3375,North Carolina State University,Accelerator Physics,4
3376,North Carolina State University,Robotics,4
3377,North Carolina State University,Instrumentation and Detectors,3
3378,North Carolina State University,Human-Computer Interaction,3
3379,North Carolina State University,Systems and Control,3
3380,North Carolina State University,Genomics,3
3381,North Carolina State University,Trading and Market Microstructure,3
3382,North Carolina State University,Other Computer Science,3
